"Path","LineNumber","Content"
"D:\aaaempire-reputation-ai\app\[locale]\investors\page.tsx","76","""w-4 h-4 text-[#2563eb]"""
"D:\aaaempire-reputation-ai\app\[locale]\investors\page.tsx","93","'border-b border-white/5'"
"D:\aaaempire-reputation-ai\app\[locale]\legal\layout.tsx","20","'Legal'"
"D:\aaaempire-reputation-ai\app\[locale]\legal\page.tsx","41","'title'"
"D:\aaaempire-reputation-ai\app\[locale]\legal\cgu\page.tsx","38","'numeric'"
"D:\aaaempire-reputation-ai\app\[locale]\legal\cgu\page.tsx","41","'title'"
"D:\aaaempire-reputation-ai\app\[locale]\legal\cgu\page.tsx","53","'title'"
"D:\aaaempire-reputation-ai\app\[locale]\legal\cgu\page.tsx","55","'intro'"
"D:\aaaempire-reputation-ai\app\[locale]\legal\confidentialite\page.tsx","40","'numeric'"
"D:\aaaempire-reputation-ai\app\[locale]\legal\confidentialite\page.tsx","43","'title'"
"D:\aaaempire-reputation-ai\app\[locale]\legal\confidentialite\page.tsx","55","'title'"
"D:\aaaempire-reputation-ai\app\[locale]\legal\confidentialite\page.tsx","57","'intro'"
"D:\aaaempire-reputation-ai\app\[locale]\legal\confidentialite\page.tsx","65","'droits'"
"D:\aaaempire-reputation-ai\app\[locale]\legal\mentions-legales\page.tsx","38","'numeric'"
"D:\aaaempire-reputation-ai\app\[locale]\legal\mentions-legales\page.tsx","41","'title'"
"D:\aaaempire-reputation-ai\app\[locale]\legal\mentions-legales\page.tsx","53","'title'"
"D:\aaaempire-reputation-ai\app\[locale]\legal\mentions-legales\page.tsx","55","'intro'"
"D:\aaaempire-reputation-ai\app\[locale]\login\login-page-client.tsx","52","'local'"
"D:\aaaempire-reputation-ai\app\[locale]\login\login-page-client.tsx","133","""w-full max-w-md animate-fade-up"""
"D:\aaaempire-reputation-ai\app\[locale]\login\login-page-client.tsx","145","""w-5 h-5 text-[#2563eb] shrink-0 mt-0.5"""
"D:\aaaempire-reputation-ai\app\[locale]\login\login-page-client.tsx","187","""email"""
"D:\aaaempire-reputation-ai\app\[locale]\login\login-page-client.tsx","191","""email"""
"D:\aaaempire-reputation-ai\app\[locale]\login\login-page-client.tsx","199","""login"""
"D:\aaaempire-reputation-ai\app\[locale]\login\login-page-client.tsx","202","""button"""
"D:\aaaempire-reputation-ai\app\[locale]\login\login-page-client.tsx","209","""w-5 h-5 animate-spin"""
"D:\aaaempire-reputation-ai\app\[locale]\login\page.tsx","17","'title'"
"D:\aaaempire-reputation-ai\app\[locale]\login\page.tsx","18","'description'"
"D:\aaaempire-reputation-ai\app\[locale]\login\page.tsx","29","'website'"
"D:\aaaempire-reputation-ai\app\[locale]\news\page.tsx","35","""button"""
"D:\aaaempire-reputation-ai\app\[locale]\news\page.tsx","105","""w-7 h-7 text-[#2563eb]"""
"D:\aaaempire-reputation-ai\app\[locale]\newsletter\unsubscribe\page.tsx","19","'email'"
"D:\aaaempire-reputation-ai\app\[locale]\newsletter\unsubscribe\page.tsx","20","'locale'"
"D:\aaaempire-reputation-ai\app\[locale]\newsletter\unsubscribe\page.tsx","47","""w-full max-w-md"""
"D:\aaaempire-reputation-ai\app\[locale]\newsletter\unsubscribe\page.tsx","66","""w-8 h-8 text-[#2563eb] animate-spin"""
"D:\aaaempire-reputation-ai\app\[locale]\newsletter\unsubscribe\page.tsx","75","'invalid'"
"D:\aaaempire-reputation-ai\app\[locale]\newsletter\unsubscribe\page.tsx","130","""w-4 h-4 text-[#2563eb] shrink-0 mt-0.5"""
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","31","'starter'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","32","'starter'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","33","'manager'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","34","'dominator'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","43","'border border-[#2563eb]/80 dark:border-[#3b82f6]/50 shadow-md shadow-slate-200/40 dark:shadow-black/20 ring-1 ring-[#2563eb]/15'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","44","'border border-slate-200/90 dark:border-slate-800 shadow-sm'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","48","'pulse'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","83","'annual'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","89","'border-slate-200 dark:border-slate-700 shadow-lg'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","93","'vision'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","98","'smooth'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","116","'month'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","117","'vision'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","121","'smooth'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","126","'border-slate-200 dark:border-slate-700 shadow-lg'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","142","""Facturé annuellement"""
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","178","'manager'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","181","'annual'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","182","'quantity'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","186","'include'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","194","'generic'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","235","'headline'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","238","'subtitle'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","246","'monthly'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","247","'annual'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","309","""w-4 h-4 shrink-0"""
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","340","'zenith'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","345","""checkbox"""
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","364","'zenith'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","373","""button"""
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","403","""checkbox"""
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","414","""noopener noreferrer"""
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","424","""noopener noreferrer"""
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","499","""button"""
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","506","""w-5 h-5 animate-spin"""
"D:\aaaempire-reputation-ai\app\[locale]\pricing\page.tsx","515","'zenith'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\compare\page.tsx","13","'ring-2 ring-[#2563eb]/35 border-[#2563eb]/50'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\compare\page.tsx","14","'border-slate-200/90 dark:border-slate-800'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\compare\page.tsx","29","'vision'"
"D:\aaaempire-reputation-ai\app\[locale]\pricing\compare\page.tsx","31","'smooth'"
"D:\aaaempire-reputation-ai\app\[locale]\privacy\page.tsx","10","'editeur'"
"D:\aaaempire-reputation-ai\app\[locale]\privacy\page.tsx","12","'finalites'"
"D:\aaaempire-reputation-ai\app\[locale]\privacy\page.tsx","17","'cookies'"
"D:\aaaempire-reputation-ai\app\[locale]\privacy\page.tsx","19","'droits'"
"D:\aaaempire-reputation-ai\app\[locale]\privacy\page.tsx","20","'securite'"
"D:\aaaempire-reputation-ai\app\[locale]\privacy\page.tsx","21","'modifications'"
"D:\aaaempire-reputation-ai\app\[locale]\privacy\page.tsx","22","'contact'"
"D:\aaaempire-reputation-ai\app\[locale]\privacy\page.tsx","66","""editeur"""
"D:\aaaempire-reputation-ai\app\[locale]\privacy\page.tsx","84","""finalites"""
"D:\aaaempire-reputation-ai\app\[locale]\privacy\page.tsx","116","""noopener noreferrer"""
"D:\aaaempire-reputation-ai\app\[locale]\privacy\page.tsx","141","""cookies"""
"D:\aaaempire-reputation-ai\app\[locale]\privacy\page.tsx","156","""droits"""
"D:\aaaempire-reputation-ai\app\[locale]\privacy\page.tsx","177","""noopener noreferrer"""
"D:\aaaempire-reputation-ai\app\[locale]\privacy\page.tsx","187","""securite"""
"D:\aaaempire-reputation-ai\app\[locale]\privacy\page.tsx","192","""modifications"""
"D:\aaaempire-reputation-ai\app\[locale]\privacy\page.tsx","197","""contact"""
"D:\aaaempire-reputation-ai\app\[locale]\quick-reply\[reviewId]\page.tsx","102","""max-w-xl mx-auto"""
"D:\aaaempire-reputation-ai\app\[locale]\quick-reply\[reviewId]\page.tsx","114","""response"""
"D:\aaaempire-reputation-ai\app\[locale]\quick-reply\[reviewId]\page.tsx","118","""response"""
"D:\aaaempire-reputation-ai\app\[locale]\quick-reply\[reviewId]\page.tsx","128","""submit"""
"D:\aaaempire-reputation-ai\app\[locale]\quick-reply\[reviewId]\page.tsx","132","""w-4 h-4 animate-spin"""
"D:\aaaempire-reputation-ai\app\[locale]\report-issue\page.tsx","96","""max-w-2xl mx-auto"""
"D:\aaaempire-reputation-ai\app\[locale]\report-issue\page.tsx","99","""w-4 h-4 text-[#2563eb] shrink-0"""
"D:\aaaempire-reputation-ai\app\[locale]\report-issue\page.tsx","118","""button"""
"D:\aaaempire-reputation-ai\app\[locale]\report-issue\page.tsx","122","'border-[#2563eb] bg-[#2563eb]/10'"
"D:\aaaempire-reputation-ai\app\[locale]\report-issue\page.tsx","146","""button"""
"D:\aaaempire-reputation-ai\app\[locale]\report-issue\page.tsx","150","'border-[#2563eb] bg-[#2563eb]/10'"
"D:\aaaempire-reputation-ai\app\[locale]\report-issue\page.tsx","160","'orange'"
"D:\aaaempire-reputation-ai\app\[locale]\report-issue\page.tsx","162","'amber'"
"D:\aaaempire-reputation-ai\app\[locale]\report-issue\page.tsx","232","""email"""
"D:\aaaempire-reputation-ai\app\[locale]\report-issue\page.tsx","242","""submit"""
"D:\aaaempire-reputation-ai\app\[locale]\report-issue\page.tsx","248","""w-4 h-4 animate-spin"""
"D:\aaaempire-reputation-ai\app\[locale]\security\page.tsx","28","'legal'"
"D:\aaaempire-reputation-ai\app\[locale]\security\page.tsx","69","""w-5 h-5 text-[#2563eb]"""
"D:\aaaempire-reputation-ai\app\[locale]\security\page.tsx","83","""w-5 h-5 text-[#2563eb]"""
"D:\aaaempire-reputation-ai\app\[locale]\security\page.tsx","94","""w-5 h-5 text-[#2563eb]"""
"D:\aaaempire-reputation-ai\app\[locale]\security\page.tsx","121","""w-5 h-5 text-[#2563eb]"""
"D:\aaaempire-reputation-ai\app\[locale]\security\page.tsx","130","'border-b border-white/5'"
"D:\aaaempire-reputation-ai\app\[locale]\security\page.tsx","146","""w-5 h-5 text-[#2563eb]"""
"D:\aaaempire-reputation-ai\app\[locale]\security\page.tsx","163","""w-5 h-5 text-[#2563eb]"""
"D:\aaaempire-reputation-ai\app\[locale]\security\page.tsx","175","""w-4 h-4 text-[#2563eb]"""
"D:\aaaempire-reputation-ai\app\[locale]\signup\page.tsx","21","'vision'"
"D:\aaaempire-reputation-ai\app\[locale]\signup\page.tsx","22","'vision'"
"D:\aaaempire-reputation-ai\app\[locale]\signup\page.tsx","23","'vision'"
"D:\aaaempire-reputation-ai\app\[locale]\signup\page.tsx","24","'pulse'"
"D:\aaaempire-reputation-ai\app\[locale]\signup\page.tsx","25","'zenith'"
"D:\aaaempire-reputation-ai\app\[locale]\signup\page.tsx","29","'light'"
"D:\aaaempire-reputation-ai\app\[locale]\signup\page.tsx","33","'Billing'"
"D:\aaaempire-reputation-ai\app\[locale]\signup\page.tsx","40","'annual'"
"D:\aaaempire-reputation-ai\app\[locale]\signup\page.tsx","43","'quantity'"
"D:\aaaempire-reputation-ai\app\[locale]\signup\page.tsx","45","'trial'"
"D:\aaaempire-reputation-ai\app\[locale]\signup\page.tsx","46","'checkout'"
"D:\aaaempire-reputation-ai\app\[locale]\signup\page.tsx","49","'zenith'"
"D:\aaaempire-reputation-ai\app\[locale]\signup\page.tsx","51","'vision'"
"D:\aaaempire-reputation-ai\app\[locale]\signup\page.tsx","53","'pulse'"
"D:\aaaempire-reputation-ai\app\[locale]\signup\page.tsx","113","'local'"
"D:\aaaempire-reputation-ai\app\[locale]\signup\page.tsx","156","'zenith'"
"D:\aaaempire-reputation-ai\app\[locale]\signup\page.tsx","157","'zenith'"
"D:\aaaempire-reputation-ai\app\[locale]\signup\page.tsx","174","'trial'"
"D:\aaaempire-reputation-ai\app\[locale]\signup\page.tsx","221","""w-full max-w-md animate-fade-up"""
"D:\aaaempire-reputation-ai\app\[locale]\signup\page.tsx","360","""email"""
"D:\aaaempire-reputation-ai\app\[locale]\signup\page.tsx","364","""email"""
"D:\aaaempire-reputation-ai\app\[locale]\signup\page.tsx","373","""signup"""
"D:\aaaempire-reputation-ai\app\[locale]\signup\page.tsx","377","""submit"""
"D:\aaaempire-reputation-ai\app\[locale]\signup\page.tsx","383","""w-5 h-5 animate-spin"""
"D:\aaaempire-reputation-ai\app\[locale]\signup\online\page.tsx","20","'annual'"
"D:\aaaempire-reputation-ai\app\[locale]\signup\physical\page.tsx","20","'annual'"
"D:\aaaempire-reputation-ai\app\[locale]\statuts\page.tsx","25","'numeric'"
"D:\aaaempire-reputation-ai\app\[locale]\statuts\page.tsx","37","'operational'"
"D:\aaaempire-reputation-ai\app\[locale]\statuts\page.tsx","38","'eyebrow'"
"D:\aaaempire-reputation-ai\app\[locale]\statuts\page.tsx","39","'title'"
"D:\aaaempire-reputation-ai\app\[locale]\statuts\page.tsx","77","""button"""
"D:\aaaempire-reputation-ai\app\[locale]\statuts\page.tsx","120","'border-b border-white/5'"
"D:\aaaempire-reputation-ai\app\[locale]\sustainability\page.tsx","90","""relative"""
"D:\aaaempire-reputation-ai\app\[locale]\terminal\layout.tsx","80","'zenith'"
"D:\aaaempire-reputation-ai\app\[locale]\terminal\layout.tsx","108","'touch'"
"D:\aaaempire-reputation-ai\app\[locale]\terminal\[slug]\page.tsx","8","'fullscreen'"
"D:\aaaempire-reputation-ai\app\[locale]\terminal\[slug]\page.tsx","32","'timezone'"
"D:\aaaempire-reputation-ai\app\[locale]\terms\page.tsx","34","'title'"
"D:\aaaempire-reputation-ai\app\[locale]\terms\page.tsx","37","""objet"""
"D:\aaaempire-reputation-ai\app\[locale]\terms\page.tsx","44","""services"""
"D:\aaaempire-reputation-ai\app\[locale]\terms\page.tsx","101","""inscription"""
"D:\aaaempire-reputation-ai\app\[locale]\terms\page.tsx","108","""abonnement"""
"D:\aaaempire-reputation-ai\app\[locale]\terms\page.tsx","164","""retractation"""
"D:\aaaempire-reputation-ai\app\[locale]\terms\page.tsx","185","""resiliation"""
"D:\aaaempire-reputation-ai\app\[locale]\terms\page.tsx","193","""responsabilite"""
"D:\aaaempire-reputation-ai\app\[locale]\terms\page.tsx","252","""modifications"""
"D:\aaaempire-reputation-ai\app\[locale]\terms\page.tsx","259","""droit"""
"D:\aaaempire-reputation-ai\app\[locale]\terms\page.tsx","272","""contact"""
"D:\aaaempire-reputation-ai\app\[locale]\testimonials\page.tsx","11","'bg-[#2563eb]/20 text-[#2563eb]'"
"D:\aaaempire-reputation-ai\app\[locale]\testimonials\page.tsx","49","""w-8 h-8 text-[#2563eb]/50 shrink-0 mt-1"""
"D:\aaaempire-reputation-ai\app\[locale]\upgrade\page.tsx","13","'vision'"
"D:\aaaempire-reputation-ai\app\[locale]\upgrade\page.tsx","14","'pulse'"
"D:\aaaempire-reputation-ai\app\[locale]\upgrade\page.tsx","15","'zenith'"
"D:\aaaempire-reputation-ai\app\[locale]\upgrade\page.tsx","35","""w-full max-w-4xl"""
"D:\aaaempire-reputation-ai\app\[locale]\upgrade\page.tsx","117","""w-4 h-4 text-[#2563eb] shrink-0"""
"D:\aaaempire-reputation-ai\app\[locale]\upgrade\page.tsx","121","""w-4 h-4 text-[#2563eb] shrink-0"""
"D:\aaaempire-reputation-ai\app\[locale]\upgrade\page.tsx","125","""w-4 h-4 text-[#2563eb] shrink-0"""
"D:\aaaempire-reputation-ai\app\[locale]\upgrade\page.tsx","129","""w-4 h-4 text-[#2563eb] shrink-0"""
"D:\aaaempire-reputation-ai\components\address-autocomplete.tsx","84","'route'"
"D:\aaaempire-reputation-ai\components\address-autocomplete.tsx","85","'locality'"
"D:\aaaempire-reputation-ai\components\address-autocomplete.tsx","111","'address'"
"D:\aaaempire-reputation-ai\components\address-autocomplete.tsx","112","'Saisissez votre adresse...'"
"D:\aaaempire-reputation-ai\components\address-autocomplete.tsx","140","'weekly'"
"D:\aaaempire-reputation-ai\components\address-autocomplete.tsx","141","'places'"
"D:\aaaempire-reputation-ai\components\address-autocomplete.tsx","243","'development'"
"D:\aaaempire-reputation-ai\components\address-autocomplete.tsx","280","'Enter'"
"D:\aaaempire-reputation-ai\components\address-autocomplete.tsx","283","'Escape'"
"D:\aaaempire-reputation-ai\components\address-autocomplete.tsx","333","'0 4px 6px -1px rgba(0,0,0,0.07), 0 2px 4px -2px rgba(0,0,0,0.05)'"
"D:\aaaempire-reputation-ai\components\address-autocomplete.tsx","338","""w-3.5 h-3.5 animate-spin"""
"D:\aaaempire-reputation-ai\components\address-autocomplete.tsx","350","""option"""
"D:\aaaempire-reputation-ai\components\address-autocomplete.tsx","388","""combobox"""
"D:\aaaempire-reputation-ai\components\address-autocomplete.tsx","393","""button"""
"D:\aaaempire-reputation-ai\components\address-autocomplete.tsx","399","""round"""
"D:\aaaempire-reputation-ai\components\chatbot.tsx","13","'Chatbot'"
"D:\aaaempire-reputation-ai\components\chatbot.tsx","15","'assistant'"
"D:\aaaempire-reputation-ai\components\chatbot.tsx","22","'assistant'"
"D:\aaaempire-reputation-ai\components\chatbot.tsx","28","'smooth'"
"D:\aaaempire-reputation-ai\components\chatbot.tsx","74","'assistant'"
"D:\aaaempire-reputation-ai\components\chatbot.tsx","77","'assistant'"
"D:\aaaempire-reputation-ai\components\chatbot.tsx","89","""button"""
"D:\aaaempire-reputation-ai\components\chatbot.tsx","116","'translate-y-0 opacity-100'"
"D:\aaaempire-reputation-ai\components\chatbot.tsx","119","""dialog"""
"D:\aaaempire-reputation-ai\components\chatbot.tsx","134","""button"""
"D:\aaaempire-reputation-ai\components\chatbot.tsx","169","'thinking'"
"D:\aaaempire-reputation-ai\components\chatbot.tsx","187","""button"""
"D:\aaaempire-reputation-ai\components\chatbot.tsx","216","'placeholder'"
"D:\aaaempire-reputation-ai\components\chatbot.tsx","221","""submit"""
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","16","'spring'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","17","'spring'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","18","'linear'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","22","'anthropic'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","26","'approve'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","32","'positive'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","41","'anthropic'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","43","'anthropic'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","98","'positive'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","99","'negative'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","100","'hateful'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","101","'random'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","108","'random'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","113","'approve'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","129","'random'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","165","'engine'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","185","'bad status'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","187","'bad payload'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","210","'typing'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","219","'typing'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","277","'revise'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","289","'Escape'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","291","'hidden'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","292","'keydown'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","295","'keydown'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","318","'static'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","320","'anthropic'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","328","'hateful'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","329","'positive'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","342","'positive'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","344","'hateful'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","348","'positive'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","350","'hateful'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","355","'anthropic'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","357","'openai'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","362","'anthropic'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","364","'openai'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","382","""dialog"""
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","388","'linear-gradient(155deg, rgba(15, 23, 42, 0.96) 0%, rgba(7, 10, 16, 0.99) 50%, rgba(17, 24, 39, 0.94) 100%)'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","390","'0 0 120px -35px rgba(59, 130, 246, 0.38), 0 0 70px -25px rgba(16, 185, 129, 0.18), inset 0 1px 0 rgba(255,255,255,0.07)'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","398","""pointer-events-none absolute inset-0 opacity-[0.06]"""
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","401","'radial-gradient(circle at 15% 0%, #3b82f6 0%, transparent 42%), radial-gradient(circle at 92% 8%, #10b981 0%, transparent 28%)'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","406","""button"""
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","409","'close'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","433","""mb-5 space-y-2"""
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","439","""group"""
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","445","'positive'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","447","'negative'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","449","'hateful'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","455","""button"""
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","475","'random'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","499","""min-w-0 break-words"""
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","538","""M11.525 2.295a.53.53 0 0 1 .95 0l2.31 4.679a2.123 2.123 0 0 0 1.595 1.16l5.166.756a.53.53 0 0 1 .294.904l-3.736 3.638a2.123 2.123 0 0 0-.611 1.878l.882 5.14a.53.53 0 0 1-.771.56l-4.618-2.428a2.122 2.122 0 0 0-1.973 0L6.396 21.01a.53.53 0 0 1-.77-.56l.881-5.139a2.122 2.122 0 0 0-.611-1.879L2.16 9.795a.53.53 0 0 1 .294-.906l5.165-.755a2.122 2.122 0 0 0 1.597-1.16z"""
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","553","""relative"""
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","563","'openai'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","567","'openai'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","581","'typing'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","641","'anthropic'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","705","""button"""
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","706","'approve'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","708","'approve'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","716","""button"""
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","717","'revise'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","719","'revise'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","760","""ml-4 self-end"""
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","778","""mr-2 self-start"""
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","782","'approve'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","785","'approve'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","794","'revise'"
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","799","""ml-4 self-end"""
"D:\aaaempire-reputation-ai\components\demo-dashboard.tsx","821","'approve'"
"D:\aaaempire-reputation-ai\components\department-contact-form.tsx","32","'select'"
"D:\aaaempire-reputation-ai\components\department-contact-form.tsx","40","'investors'"
"D:\aaaempire-reputation-ai\components\department-contact-form.tsx","47","""Notre équipe Investisseurs"""
"D:\aaaempire-reputation-ai\components\department-contact-form.tsx","94","'opacity-100 translate-y-0'"
"D:\aaaempire-reputation-ai\components\department-contact-form.tsx","102","'ping 0.7s cubic-bezier(0, 0, 0.2, 1) 1 forwards'"
"D:\aaaempire-reputation-ai\components\department-contact-form.tsx","116","""button"""
"D:\aaaempire-reputation-ai\components\department-contact-form.tsx","136","'Attachments (optional)'"
"D:\aaaempire-reputation-ai\components\department-contact-form.tsx","137","'Describe your request in detail…'"
"D:\aaaempire-reputation-ai\components\department-contact-form.tsx","138","'Send message'"
"D:\aaaempire-reputation-ai\components\department-contact-form.tsx","231","'email'"
"D:\aaaempire-reputation-ai\components\department-contact-form.tsx","233","'department'"
"D:\aaaempire-reputation-ai\components\department-contact-form.tsx","235","'files'"
"D:\aaaempire-reputation-ai\components\department-contact-form.tsx","261","""h-5 w-5 text-[#2563eb]"""
"D:\aaaempire-reputation-ai\components\department-contact-form.tsx","303","""email"""
"D:\aaaempire-reputation-ai\components\department-contact-form.tsx","319","'select'"
"D:\aaaempire-reputation-ai\components\department-contact-form.tsx","320","""relative"""
"D:\aaaempire-reputation-ai\components\department-contact-form.tsx","381","""hidden"""
"D:\aaaempire-reputation-ai\components\department-contact-form.tsx","385","""button"""
"D:\aaaempire-reputation-ai\components\department-contact-form.tsx","403","""w-3.5 h-3.5 text-[#2563eb]"""
"D:\aaaempire-reputation-ai\components\department-contact-form.tsx","408","""button"""
"D:\aaaempire-reputation-ai\components\department-contact-form.tsx","425","""submit"""
"D:\aaaempire-reputation-ai\components\department-contact-form.tsx","431","""w-5 h-5 animate-spin"""
"D:\aaaempire-reputation-ai\components\department-contact-form.tsx","432","'sending'"
"D:\aaaempire-reputation-ai\components\footer-locale-selector.tsx","43","'mousedown'"
"D:\aaaempire-reputation-ai\components\footer-locale-selector.tsx","44","'mousedown'"
"D:\aaaempire-reputation-ai\components\footer-locale-selector.tsx","72","""relative"""
"D:\aaaempire-reputation-ai\components\footer-locale-selector.tsx","74","""button"""
"D:\aaaempire-reputation-ai\components\footer-locale-selector.tsx","80","""w-3.5 h-3.5 shrink-0"""
